"WorkerId","Answer.wrongAdj","Answer.wrongShape","Input.List","SceneID","Answer.choicePrior","Answer.choiceAdj","Answer.choiceWhole","Turn","sceneConfigs","timePrior","timeAdj","timeWhole","Condition","TargetNoun","TargetAdjective","TargetColor","AdjectiveType"
"A2WH3GIS2KF8LU","No","No","TlessC1",40,"Contrast","Competitor","Target",57,"ACBD","6039","3224","1911","NoContrast","line","thin","red","Rel"
"A2WH3GIS2KF8LU","No","No","TlessC1",41,"Competitor","Competitor","Target",49,"DCBA","5264","1576","1553","Contrast","square","red","red","Col"
"A2WH3GIS2KF8LU","No","No","TlessC1",42,"Target","Target","Target",97,"ABCD","2944","1578","2766","NoContrast","circle","green","green","Col"
"A2WH3GIS2KF8LU","No","No","TlessC1",43,"Target","Target","Target",64,"ADBC","2888","1608","1360","Contrast","line","blue","blue","Col"
"A2WH3GIS2KF8LU","No","No","TlessC1",44,"Target","Target","Target",26,"ADBC","2216","1495","1400","NoContrast","triangle","yellow","yellow","Col"
"A2WH3GIS2KF8LU","No","No","TlessC1",45,"Target","Target","Target",70,"DCBA","2848","1271","1336","Contrast","oval","red","red","Col"
"A2WH3GIS2KF8LU","No","No","TlessC1",46,"Target","Target","Target",93,"BACD","1773","1768","1303","NoContrast","rectangle","green","green","Col"
"A2WH3GIS2KF8LU","No","No","TlessC1",47,"Contrast","Target","Target",24,"DCAB","3208","1624","1176","Contrast","square","blue","blue","Col"
"A2WH3GIS2KF8LU","No","No","TlessC1",48,"Target","Target","Target",116,"DBCA","2615","7976","1384","NoContrast","circle","yellow","yellow","Col"
"A2WH3GIS2KF8LU","No","No","TlessC1",49,"Target","Target","Target",30,"ABDC","2303","1447","1337","Contrast","line","red","red","Col"
"A2WH3GIS2KF8LU","No","No","TlessC1",50,"Distractor","Target","Target",8,"ADCB","4024","1832","1392","NoContrast","triangle","green","green","Col"
"A2WH3GIS2KF8LU","No","No","TlessC1",51,"Target","Target","Target",61,"CABD","4988","1885","1503","Contrast","oval","yellow","yellow","Col"
"A2WH3GIS2KF8LU","No","No","TlessC1",52,"Distractor","Competitor","Target",14,"ADCB","2327","1696","1536","NoContrast","rectangle","yellow","yellow","Col"
"A2WH3GIS2KF8LU","No","No","TlessC1",53,"Contrast","Target","Target",38,"DACB","5560","1599","1272","Contrast","square","green","green","Col"
"A2WH3GIS2KF8LU","No","No","TlessC1",54,"Target","Target","Target",113,"ACBD","2320","1351","1152","NoContrast","circle","red","red","Col"
