"cond","pragContext","window","Region","trialType","feature","noun","list","prop_selections","ymin_selections","ymax_selections","prop_looks"
"contrast","unreliable","noun","competitor","test","big","pickle",1,0,0,0,0.0552455357142857
"contrast","unreliable","noun","other","test","big","pickle",1,0,0,0,0.0714285714285714
"contrast","unreliable","noun","target","test","big","plant",1,1,1,1,0.579799107142857
"contrast","unreliable","noun","competitor","test","big","plant",1,0,0,0,0.175223214285714
"contrast","unreliable","noun","other","test","big","plant",1,0,0,0,0.244977678571429
"contrast","unreliable","noun","target","test","big","ribbon",1,1,1,1,0.696986607142857
"contrast","unreliable","noun","competitor","test","big","ribbon",1,0,0,0,0.133928571428571
"contrast","unreliable","noun","other","test","big","ribbon",1,0,0,0,0.169084821428571
"contrast","unreliable","noun","target","test","small","backpack",1,1,1,1,0.653459821428571
"contrast","unreliable","noun","competitor","test","small","backpack",1,0,0,0,0.162946428571429
"contrast","unreliable","noun","other","test","small","backpack",1,0,0,0,0.18359375
"contrast","unreliable","noun","target","test","small","bird",1,1,1,1,0.702808988764045
"contrast","unreliable","noun","competitor","test","small","bird",1,0,0,0,0.0674157303370786
"contrast","unreliable","noun","other","test","small","bird",1,0,0,0,0.229775280898876
"contrast","unreliable","noun","target","test","small","bottle",1,1,1,1,0.744419642857143
"contrast","unreliable","noun","competitor","test","small","bottle",1,0,0,0,0.0859375
"contrast","unreliable","noun","other","test","small","bottle",1,0,0,0,0.169642857142857
"contrast","unreliable","noun","target","test","small","cat",1,1,1,1,0.698660714285714
"contrast","unreliable","noun","competitor","test","small","cat",1,0,0,0,0.140625
"contrast","unreliable","noun","other","test","small","cat",1,0,0,0,0.160714285714286
"contrast","unreliable","noun","target","test","small","cookie",1,1,1,1,0.620535714285714
"contrast","unreliable","noun","competitor","test","small","cookie",1,0,0,0,0.16015625
"contrast","unreliable","noun","other","test","small","cookie",1,0,0,0,0.219308035714286
"contrast","unreliable","noun","target","test","small","fish",1,1,1,1,0.543977591036415
"contrast","unreliable","noun","competitor","test","small","fish",1,0,0,0,0.200560224089636
"contrast","unreliable","noun","other","test","small","fish",1,0,0,0,0.25546218487395
"contrast","unreliable","noun","target","test","small","flower",1,1,1,1,0.642299107142857
"contrast","unreliable","noun","competitor","test","small","flower",1,0,0,0,0.1875
"contrast","unreliable","noun","other","test","small","flower",1,0,0,0,0.170200892857143
"contrast","unreliable","noun","target","test","small","icecream",1,1,1,1,0.509836987071388
"contrast","unreliable","noun","competitor","test","small","icecream",1,0,0,0,0.323777403035413
"contrast","unreliable","noun","other","test","small","icecream",1,0,0,0,0.166385609893198
"contrast","unreliable","noun","target","test","small","lobster",1,1,1,1,0.55859375
"contrast","unreliable","noun","competitor","test","small","lobster",1,0,0,0,0.154017857142857
"contrast","unreliable","noun","other","test","small","lobster",1,0,0,0,0.287388392857143
"contrast","unreliable","noun","target","test","small","monkey",1,1,1,1,0.504464285714286
"contrast","unreliable","noun","competitor","test","small","monkey",1,0,0,0,0.229352678571429
"contrast","unreliable","noun","other","test","small","monkey",1,0,0,0,0.266183035714286
"contrast","unreliable","noun","target","train","big","alarmclock",1,1,1,1,0.703125
"contrast","unreliable","noun","competitor","train","big","alarmclock",1,0,0,0,0.0703125
"contrast","unreliable","noun","other","train","big","alarmclock",1,0,0,0,0.2265625
"contrast","unreliable","noun","target","train","big","bat",1,1,1,1,0.650669642857143
"contrast","unreliable","noun","competitor","train","big","bat",1,0,0,0,0.09375
"contrast","unreliable","noun","other","train","big","bat",1,0,0,0,0.255580357142857
"contrast","unreliable","noun","target","train","big","beetle",1,1,1,1,0.327008928571429
"contrast","unreliable","noun","competitor","train","big","beetle",1,0,0,0,0.321428571428571
"contrast","unreliable","noun","other","train","big","beetle",1,0,0,0,0.3515625
"contrast","unreliable","noun","target","train","big","briefcase",1,1,1,1,0.774553571428571
"contrast","unreliable","noun","competitor","train","big","briefcase",1,0,0,0,0.0881696428571429
"contrast","unreliable","noun","other","train","big","briefcase",1,0,0,0,0.137276785714286
"contrast","unreliable","noun","target","train","big","door",1,1,1,1,0.834359261331841
"contrast","unreliable","noun","competitor","train","big","door",1,0,0,0,0.0223838836038053
"contrast","unreliable","noun","other","train","big","door",1,0,0,0,0.143256855064354
"contrast","unreliable","noun","target","train","big","flute",1,1,1,1,0.717633928571429
